,Pokemon,DPS,TDO,Battle_Stat,Max_CP_Lv40,Fast_Move,Charged_Move,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
996,Shadow Porygon2,14.147,339.8,962.2,2711,Lock-On,Hyper Beam,,,,,,,,,,,,
997,Shadow Probopass,10.559,301.1,354.4,2080,Rock Throw,Rock Slide,,,,,,,,,,,,
998,Shadow Psyduck,9.627,93.1,83.0,1106,Water Gun,Aqua Tail,,,,,,,,,,,,
999,Shadow Pupitar,10.52,168.4,196.0,1766,Bite,Dig,,,,,,,,,,,,
1000,Shadow Purrloin,8.017,55.5,28.6,772,Sucker Punch,Dark Pulse,,,,,,,,,,,,
1001,Shadow Quagsire,11.563,244.1,377.4,1992,Water Gun,Earthquake,,,,,,,,,,,,
1002,Shadow Quilava,11.727,158.7,256.0,1653,Ember,Flamethrower,,,,,,,,,,,,
1003,Shadow Raikou,19.513,526.1,3908.3,3452,Thunder Shock,Wild Charge,,,,,,,,,,,,
1004,Shadow Ralts,6.863,33.5,10.8,539,Confusion,Psyshock,,,,,,,,,,,,
1005,Shadow Raticate,12.98,186.1,407.0,1730,Quick Attack,Hyper Fang,,,,,,,,,,,,
1006,Shadow Rattata,8.974,51.6,37.3,734,Quick Attack,Hyper Fang,,,,,,,,,,,,
1007,Shadow Sableye,11.716,155.5,250.1,1476,Shadow Claw,Foul Play,,,,,,,,,,,,
1008,Shadow Salamence,22.163,541.8,5898.5,3749,Dragon Tail,Outrage,,,,,,,,,,,,
1009,Shadow Sandshrew,8.77,104.1,70.2,1261,Scratch,Dig,,,,,,,,,,,,
1010,Shadow Sandslash,12.811,275.9,580.1,2374,Mud Shot,Earthquake,,,,,,,,,,,,
1011,Shadow Scizor,16.561,351.0,1594.3,3001,Fury Cutter,X-Scissor,,,,,,,,,,,,
1012,Shadow Scyther,15.499,310.1,1154.4,2706,Fury Cutter,X-Scissor,,,,,,,,,,,,
1013,Shadow Seadra,13.328,212.2,502.4,2093,Water Gun,Hydro Pump,,,,,,,,,,,,
1014,Shadow Sealeo,9.646,182.1,163.4,1714,Water Gun,Aurora Beam,,,,,,,,,,,,
1015,Shadow Seedot,6.949,49.9,16.7,598,Quick Attack,Grass Knot,,,,,,,,,,,,
1016,Shadow Sharpedo,18.001,190.8,1112.7,2181,Bite,Hydro Pump,,,,,,,,,,,,
1017,Shadow Shelgon,12.706,222.4,456.1,2031,Dragon Breath,Dragon Pulse,,,,,,,,,,,,
1018,Shadow Shellder,7.859,79.2,38.5,1080,Tackle,Bubble Beam,,,,,,,,,,,,
1019,Shadow Shiftry,17.293,301.9,1561.5,2333,Snarl,Leaf Blade,,,,,,,,,,,,
1020,Shadow Shinx,10.159,66.4,69.6,876,Spark,Thunderbolt,,,,,,,,,,,,
1021,Shadow Shuckle,2.49,59.2,0.9,405,Rock Throw,Stone Edge,,,,,,,,,,,,
1022,Shadow Shuppet,9.66,63.5,57.2,1018,Feint Attack,Ominous Wind,,,,,,,,,,,,
1023,Shadow Skarmory,12.8,317.5,665.9,2108,Steel Wing,Sky Attack,,,,,,,,,,,,
1024,Shadow Skiploom,8.149,102.4,55.4,976,Tackle,Grass Knot,,,,,,,,,,,,
1025,Shadow Skorupi,7.963,103.2,52.1,1009,Infestation,Sludge Bomb,,,,,,,,,,,,
1026,Shadow Skuntank,15.533,323.5,1212.4,2358,Poison Jab,Sludge Bomb,,,,,,,,,,,,
1027,Shadow Slowbro,14.519,378.2,1157.7,2545,Confusion,Psychic,,,,,,,,,,,,
1028,Shadow Slowking,14.519,378.2,1157.7,2545,Confusion,Psychic,,,,,,,,,,,,
1029,Shadow Slowpoke,9.953,144.4,142.4,1226,Confusion,Psychic,,,,,,,,,,,,
1030,Shadow Slowpoke,9.953,144.4,142.4,1226,Water Gun,Psychic,,,,,,,,,,,,
1031,Shadow Sneasel,15.397,230.8,842.5,2051,Feint Attack,Avalanche,,,,,,,,,,,,
1032,Shadow Snorlax,14.436,530.0,1594.4,3225,Lick,Hyper Beam,,,,,,,,,,,,
1033,Shadow Snover,9.051,106.8,79.2,1159,Ice Shard,Ice Beam,,,,,,,,,,,,
1034,Shadow Snubbull,11.385,111.9,165.2,1237,Bite,Dazzling Gleam,,,,,,,,,,,,
1035,Shadow Spheal,7.277,82.6,31.8,962,Water Gun,Aurora Beam,,,,,,,,,,,,
1036,Shadow Squirtle,7.393,82.6,33.4,946,Bubble,Aqua Tail,,,,,,,,,,,,
1037,Shadow Stantler,14.165,229.6,652.7,2164,Tackle,Wild Charge,,,,,,,,,,,,
1038,Shadow Staraptor,19.568,373.6,2799.4,2825,Quick Attack,Brave Bird,,,,,,,,,,,,
1039,Shadow Staravia,12.152,123.3,221.3,1299,Quick Attack,Brave Bird,,,,,,,,,,,,
1040,Shadow Starly,8.66,49.4,32.1,719,Quick Attack,Brave Bird,,,,,,,,,,,,
1041,Shadow Stunky,10.923,116.1,151.3,1151,Bite,Sludge Bomb,,,,,,,,,,,,
1042,Shadow Sudowoodo,13.046,269.5,598.4,2148,Rock Throw,Rock Slide,,,,,,,,,,,,
1043,Shadow Suicune,12.994,450.9,989.3,2983,Snarl,Hydro Pump,,,,,,,,,,,,
1044,Shadow Swampert,18.92,498.9,3379.3,2974,Water Gun,Hydro Cannon,,,,,,,,,,,,
1045,Shadow Swanna,12.768,212.7,442.9,2088,Water Gun,Hurricane,,,,,,,,,,,,
1046,Shadow Swinub,6.787,50.1,15.7,741,Tackle,Rock Slide,,,,,,,,,,,,
1047,Shadow Tangela,15.544,294.4,1105.8,2238,Vine Whip,Grass Knot,,,,,,,,,,,,
1048,Shadow Tangela,15.544,294.4,1105.8,2238,Vine Whip,Power Whip,,,,,,,,,,,,
1049,Shadow Tangrowth,17.47,482.5,2572.8,3030,Vine Whip,Power Whip,,,,,,,,,,,,
1050,Shadow Teddiursa,10.927,116.0,151.4,1328,Scratch,Play Rough,,,,,,,,,,,,
1051,Shadow Torterra,17.401,471.9,2486.4,2934,Razor Leaf,Frenzy Plant,,,,,,,,,,,,
1052,Shadow Totodile,8.092,88.2,46.7,1131,Water Gun,Water Pulse,,,,,,,,,,,,
1053,Shadow Trapinch,11.172,85.9,119.8,1274,Mud Shot,Dig,,,,,,,,,,,,
1054,Shadow Turtwig,9.546,111.1,96.6,1187,Razor Leaf,Seed Bomb,,,,,,,,,,,,
1055,Shadow Typhlosion,18.752,409.8,2701.9,2889,Incinerate,Blast Burn,,,,,,,,,,,,
1056,Shadow Tyranitar,17.462,538.0,2864.6,3834,Bite,Stone Edge,,,,,,,,,,,,
1057,Shadow Ursaluna,18.482,611.7,3861.6,3854,Tackle,High Horsepower,,,,,,,,,,,,
1058,Shadow Ursaring,17.036,347.8,1719.3,2945,Counter,Hyper Beam,,,,,,,,,,,,
1059,Shadow Venomoth,14.163,242.0,687.6,2082,Bug Bite,Bug Buzz,,,,,,,,,,,,
1060,Shadow Venonat,8.083,91.4,48.3,1004,Bug Bite,Signal Beam,,,,,,,,,,,,
1061,Shadow Venusaur,17.869,432.2,2465.8,2720,Vine Whip,Frenzy Plant,,,,,,,,,,,,
1062,Shadow Vibrava,9.841,98.6,94.0,1225,Dragon Breath,Bulldoze,,,,,,,,,,,,
1063,Shadow Victreebel,17.254,306.8,1576.1,2431,Acid,Leaf Blade,,,,,,,,,,,,
1064,Shadow Vileplume,16.214,334.5,1425.8,2559,Acid,Sludge Bomb,,,,,,,,,,,,
1065,Shadow Voltorb,9.06,89.1,66.3,1010,Spark,Thunderbolt,,,,,,,,,,,,
1066,Shadow Vulpix,8.645,81.2,52.5,883,Quick Attack,Weather Ball Fire,,,,,,,,,,,,
1067,Shadow Walrein,13.692,388.7,997.8,2726,Waterfall,Blizzard,,,,,,,,,,,,
1068,Shadow Wartortle,9.587,158.3,139.5,1488,Water Gun,Hydro Pump,,,,,,,,,,,,
1069,Shadow Watchog,12.455,188.6,364.4,1819,Bite,Hyper Fang,,,,,,,,,,,,
1070,Shadow Weavile,20.089,404.1,3275.8,3005,Snarl,Avalanche,,,,,,,,,,,,
1071,Shadow Weedle,3.864,19.6,1.1,456,Bug Bite,Struggle,,,,,,,,,,,,
1072,Shadow Weepinbell,15.214,167.6,590.1,1611,Acid,Power Whip,,,,,,,,,,,,
1073,Shadow Weezing,13.961,304.7,829.2,2293,Acid,Sludge Bomb,,,,,,,,,,,,
1074,Shadow Whismur,8.471,49.4,30.0,671,Pound,Stomp,,,,,,,,,,,,
1075,Shadow Wobbuffet,4.876,135.5,15.7,1026,Counter,Mirror Coat,,,,,,,,,,,,
1076,Shadow Wooper,6.6,49.8,14.3,641,Water Gun,Mud Bomb,,,,,,,,,,,,
1077,Shadow Zapdos,19.366,497.3,3611.4,3527,Thunder Shock,Drill Peck,,,,,,,,,,,,
1078,Shadow Zubat,7.62,52.4,23.2,667,Quick Attack,Sludge Bomb,,,,,,,,,,,,
1079,Sharpedo,15.194,193.2,677.8,2181,Bite,Return,319.0,Water,Dark,460.0,70.0,120.0,40.0,95.0,40.0,95.0,3.0,False
1080,Shaymin (Land Forme),13.495,505.7,1242.7,3265,Hidden Power (Grass),Grass Knot,492.0,Grass,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,4.0,True
1081,Shaymin (Sky Forme),16.767,505.5,2382.7,3592,Hidden Power (Flying),Grass Knot,492.0,Grass,Flying,600.0,100.0,103.0,75.0,120.0,75.0,127.0,4.0,True
1082,Shaymin (Sky Forme),16.767,505.5,2382.7,3592,Hidden Power (Grass),Grass Knot,492.0,Grass,Flying,600.0,100.0,103.0,75.0,120.0,75.0,127.0,4.0,True
1083,Shedinja,7.116,7.0,2.5,393,Shadow Claw,Aerial Ace,292.0,Bug,Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0,3.0,False
1084,Shedinja,7.116,7.0,2.5,393,Shadow Claw,Dig,292.0,Bug,Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0,3.0,False
1085,Shedinja,7.116,7.0,2.5,393,Shadow Claw,Shadow Sneak,292.0,Bug,Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0,3.0,False
1086,Shelgon,10.717,225.1,277.1,2031,Dragon Breath,Return,372.0,Dragon,,420.0,65.0,95.0,100.0,60.0,50.0,50.0,3.0,False
1087,Shellder,6.949,84.1,28.2,1080,Tackle,Return,90.0,Water,,305.0,30.0,65.0,100.0,45.0,25.0,40.0,1.0,False
1088,Shellos,5.868,96.8,19.5,1136,Mud Slap,Body Slam,422.0,Water,,325.0,76.0,48.0,48.0,57.0,62.0,34.0,4.0,False
1089,Shelmet,5.168,84.5,11.7,834,Infestation,Bug Buzz,616.0,Bug,,305.0,50.0,40.0,85.0,40.0,65.0,25.0,5.0,False
1090,Shieldon,5.382,91.8,14.3,890,Iron Tail,Heavy Slam,410.0,Rock,Steel,350.0,30.0,42.0,118.0,42.0,88.0,30.0,4.0,False
1091,Shiftry,14.197,297.5,851.3,2333,Snarl,Leaf Blade,275.0,Grass,Dark,480.0,90.0,100.0,60.0,90.0,60.0,80.0,3.0,False
1092,Shiinotic,8.607,185.8,118.5,1861,Astonish,Seed Bomb,,,,,,,,,,,,
1093,Shinx,8.36,65.5,38.3,876,Spark,Thunderbolt,403.0,Electric,,263.0,45.0,65.0,34.0,40.0,34.0,45.0,4.0,False
1094,Shroomish,5.857,86.4,17.4,810,Tackle,Grass Knot,285.0,Grass,,295.0,60.0,40.0,60.0,40.0,60.0,35.0,3.0,False
1095,Shuckle,2.258,64.4,0.7,405,Rock Throw,Return,213.0,Bug,Rock,505.0,20.0,10.0,230.0,10.0,230.0,5.0,2.0,False
1096,Shuppet,8.511,67.1,41.4,1018,Feint Attack,Return,353.0,Ghost,,295.0,44.0,75.0,35.0,63.0,33.0,45.0,3.0,False
1097,Sigilyph,10.703,258.2,316.6,2550,Air Slash,Psybeam,561.0,Psychic,Flying,490.0,72.0,58.0,80.0,103.0,80.0,97.0,5.0,False
1098,Silcoon,3.174,30.8,1.0,553,Bug Bite,Struggle,266.0,Bug,,205.0,50.0,35.0,55.0,25.0,25.0,15.0,3.0,False
1099,Silicobra,7.218,107.8,40.6,1081,Mud Slap,Earth Power,,,,,,,,,,,,
1100,Silvally,11.99,409.4,705.8,2950,Tackle,Tri-Attack,,,,,,,,,,,,
1101,Simipour,13.183,265.4,607.9,2350,Water Gun,Surf,516.0,Water,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,5.0,False
1102,Simisage,14.606,294.0,916.3,2350,Vine Whip,Grass Knot,512.0,Grass,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,5.0,False
1103,Simisear,13.207,265.9,612.5,2350,Fire Spin,Flamethrower,514.0,Fire,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,5.0,False
1104,Sinistea,9.536,99.2,86.0,1139,Sucker Punch,Shadow Ball,,,,,,,,,,,,
1105,Sirfetch'd,15.756,361.3,1413.3,2985,Counter,Brave Bird,,,,,,,,,,,,
1106,Sizzlipede,8.355,92.5,54.0,1049,Bug Bite,Bug Buzz,,,,,,,,,,,,
1107,Skarmory,10.645,316.9,382.3,2108,Steel Wing,Sky Attack,227.0,Steel,Flying,465.0,65.0,80.0,140.0,40.0,70.0,70.0,2.0,False
1108,Skiddo,7.584,110.8,48.3,1250,Zen Headbutt,Seed Bomb,672.0,Grass,,350.0,66.0,65.0,48.0,62.0,57.0,52.0,6.0,False
1109,Skiploom,6.776,102.2,31.8,976,Tackle,Grass Knot,188.0,Grass,Flying,340.0,55.0,45.0,50.0,45.0,65.0,80.0,2.0,False
1110,Skitty,6.08,60.3,13.5,739,Tackle,Wild Charge,300.0,Normal,,260.0,50.0,45.0,45.0,35.0,35.0,50.0,3.0,False
1111,Skorupi,6.631,103.1,30.1,1009,Infestation,Sludge Bomb,451.0,Poison,Bug,330.0,40.0,50.0,90.0,30.0,55.0,65.0,4.0,False
1112,Skrelp,7.972,104.3,52.8,1063,Acid,Sludge Bomb,690.0,Poison,Water,320.0,50.0,60.0,60.0,60.0,60.0,30.0,6.0,False
1113,Skuntank,12.793,319.7,669.4,2358,Poison Jab,Sludge Bomb,435.0,Poison,Dark,479.0,103.0,93.0,67.0,71.0,61.0,84.0,4.0,False
1114,Skwovet,6.635,87.0,25.4,944,Tackle,Body Slam,,,,,,,,,,,,
1115,Slaking,10.571,397.0,468.9,4431,Yawn,Body Slam,289.0,Normal,,670.0,150.0,160.0,100.0,95.0,65.0,100.0,3.0,False
1116,Slakoth,4.618,58.3,5.7,1002,Yawn,Body Slam,287.0,Normal,,280.0,60.0,60.0,60.0,35.0,35.0,30.0,3.0,False
1117,Sliggoo,9.135,222.8,169.8,2037,Water Gun,Dragon Pulse,705.0,Dragon,,452.0,68.0,75.0,53.0,83.0,113.0,60.0,6.0,False
1118,Sliggoo,9.135,222.8,169.8,2037,Tackle,Dragon Pulse,705.0,Dragon,,452.0,68.0,75.0,53.0,83.0,113.0,60.0,6.0,False
1119,Slowbro,11.989,374.8,645.9,2545,Confusion,Psychic,80.0,Water,Psychic,490.0,95.0,75.0,110.0,100.0,80.0,30.0,1.0,False
1120,Slowking,11.989,374.8,645.9,2545,Confusion,Psychic,199.0,Water,Psychic,490.0,95.0,75.0,80.0,100.0,110.0,30.0,2.0,False
1121,Slowpoke,8.21,142.9,79.1,1226,Water Gun,Psychic,79.0,Water,Psychic,315.0,90.0,65.0,65.0,40.0,40.0,15.0,1.0,False
1122,Slugma,7.295,58.8,22.8,895,Rock Throw,Flame Burst,218.0,Fire,,250.0,40.0,40.0,40.0,70.0,40.0,20.0,2.0,False
1123,Slurpuff,11.154,286.6,397.7,2199,Charm,Play Rough,685.0,Fairy,,480.0,82.0,80.0,86.0,85.0,75.0,72.0,6.0,False
1124,Smeargle,2.737,30.0,0.6,431,Tackle,Struggle,235.0,Normal,,250.0,55.0,20.0,35.0,20.0,45.0,75.0,2.0,False
1125,Smoochum,9.745,102.5,94.9,1291,Pound,Ice Beam,238.0,Ice,Psychic,305.0,45.0,30.0,15.0,85.0,65.0,65.0,2.0,False
1126,Smoochum,9.745,102.5,94.9,1291,Frost Breath,Ice Beam,238.0,Ice,Psychic,305.0,45.0,30.0,15.0,85.0,65.0,65.0,2.0,False
1127,Sneasel,12.723,228.9,471.4,2051,Feint Attack,Avalanche,215.0,Dark,Ice,430.0,55.0,95.0,55.0,35.0,75.0,115.0,2.0,False
1128,Sneasler,15.201,374.1,1314.1,3222,Poison Jab,Close Combat,,,,,,,,,,,,
1129,Snivy,6.343,76.8,19.6,849,Vine Whip,Seed Bomb,495.0,Grass,,308.0,45.0,45.0,55.0,45.0,55.0,63.0,5.0,False
1130,Snom,5.335,32.1,4.9,528,Powder Snow,Bug Buzz,,,,,,,,,,,,
1131,Snorlax,12.263,540.2,996.4,3225,Lick,Return,143.0,Normal,,540.0,160.0,110.0,65.0,65.0,110.0,30.0,1.0,False
1132,Snorunt,6.912,80.2,26.5,888,Powder Snow,Avalanche,361.0,Ice,,300.0,50.0,50.0,50.0,50.0,50.0,50.0,3.0,False
1133,Snover,7.459,105.6,43.8,1159,Ice Shard,Ice Beam,459.0,Grass,Ice,334.0,60.0,62.0,50.0,62.0,60.0,40.0,4.0,False
1134,Snubbull,9.348,110.3,90.1,1237,Bite,Dazzling Gleam,209.0,Fairy,,300.0,60.0,80.0,50.0,40.0,40.0,30.0,2.0,False
1135,Sobble,9.265,91.9,73.1,1097,Water Gun,Surf,,,,,,,,,,,,
1136,Solgaleo,14.309,568.7,1666.1,4035,Zen Headbutt,Iron Head,,,,,,,,,,,,
1137,Solosis,10.573,102.8,121.5,1367,Zen Headbutt,Psyshock,577.0,Psychic,,290.0,45.0,30.0,40.0,105.0,50.0,20.0,5.0,False
1138,Solrock,12.258,317.3,584.5,2327,Rock Throw,Psychic,338.0,Rock,Psychic,440.0,70.0,95.0,85.0,55.0,65.0,70.0,3.0,False
1139,Spearow,8.995,63.2,46.0,798,Quick Attack,Sky Attack,21.0,Normal,Flying,262.0,40.0,60.0,30.0,31.0,31.0,70.0,1.0,False
1140,Spectrier,17.661,434.1,2391.5,3385,Tackle,Shadow Ball,,,,,,,,,,,,
1141,Spewpa,2.703,27.9,0.6,479,Bug Bite,Struggle,665.0,Bug,,213.0,45.0,22.0,60.0,27.0,30.0,29.0,6.0,False
1142,Spheal,6.724,91.6,27.9,962,Water Gun,Return,363.0,Ice,Water,290.0,70.0,40.0,50.0,55.0,50.0,25.0,3.0,False
1143,Spinarak,7.048,58.1,20.3,816,Bug Bite,Cross Poison,167.0,Bug,Poison,250.0,40.0,60.0,40.0,40.0,40.0,30.0,2.0,False
1144,Spinda,5.865,90.6,18.3,1220,Sucker Punch,Dig,327.0,Normal,,360.0,60.0,60.0,60.0,60.0,60.0,60.0,3.0,False
1145,Spiritomb,11.717,264.5,425.4,2072,Sucker Punch,Shadow Ball,442.0,Ghost,Dark,485.0,50.0,92.0,108.0,92.0,108.0,35.0,4.0,False
1146,Spoink,7.949,128.5,64.5,1334,Zen Headbutt,Shadow Ball,325.0,Psychic,,330.0,60.0,25.0,35.0,70.0,80.0,60.0,3.0,False
1147,Spritzee,7.044,125.8,44.0,1252,Charm,Thunderbolt,682.0,Fairy,,341.0,78.0,52.0,60.0,63.0,65.0,23.0,6.0,False
1148,Squirtle,6.171,82.7,19.4,946,Bubble,Return,7.0,Water,,314.0,44.0,48.0,65.0,50.0,64.0,43.0,1.0,False
1149,Stantler,12.62,245.5,493.4,2164,Tackle,Return,234.0,Normal,,465.0,73.0,95.0,62.0,85.0,65.0,85.0,2.0,False
1150,Staraptor,16.291,373.2,1613.7,2825,Quick Attack,Brave Bird,398.0,Normal,Flying,485.0,85.0,120.0,70.0,50.0,60.0,100.0,4.0,False
1151,Staravia,10.282,125.2,136.1,1299,Quick Attack,Return,397.0,Normal,Flying,340.0,55.0,75.0,50.0,40.0,40.0,80.0,4.0,False
1152,Starly,8.044,55.0,28.6,719,Quick Attack,Return,396.0,Normal,Flying,245.0,40.0,55.0,30.0,30.0,30.0,60.0,4.0,False
1153,Starmie,13.52,317.4,784.3,2584,Water Gun,Psychic,121.0,Water,Psychic,520.0,60.0,75.0,85.0,100.0,85.0,115.0,1.0,False
1154,Staryu,8.012,82.6,42.5,1157,Water Gun,Bubble Beam,120.0,Water,,340.0,30.0,45.0,55.0,70.0,55.0,85.0,1.0,False
1155,Steelix,9.389,366.5,303.4,2414,Iron Tail,Heavy Slam,208.0,Steel,Ground,510.0,75.0,85.0,200.0,55.0,65.0,30.0,2.0,False
1156,Steenee,6.196,73.1,17.4,757,Razor Leaf,Grass Knot,,,,,,,,,,,,
1157,Stonjourner,14.048,460.9,1277.9,3218,Rock Throw,Rock Slide,,,,,,,,,,,,
1158,Stoutland,12.09,352.1,622.1,2827,Lick,Wild Charge,508.0,Normal,,500.0,85.0,110.0,90.0,45.0,90.0,80.0,5.0,False
1159,Stufful,9.138,130.4,99.5,1352,Tackle,Superpower,,,,,,,,,,,,
1160,Stunfisk,9.332,307.2,249.6,2162,Thunder Shock,Discharge,618.0,Ground,Electric,471.0,109.0,66.0,84.0,81.0,99.0,32.0,5.0,False
1161,Stunky,9.03,115.1,84.8,1151,Bite,Sludge Bomb,434.0,Poison,Dark,329.0,63.0,63.0,47.0,41.0,41.0,74.0,4.0,False
1162,Sudowoodo,10.824,268.3,340.2,2148,Rock Throw,Rock Slide,185.0,Rock,,410.0,70.0,100.0,115.0,30.0,65.0,30.0,2.0,False
1163,Suicune,10.835,451.2,573.9,2983,Snarl,Hydro Pump,245.0,Water,,580.0,100.0,75.0,115.0,90.0,115.0,85.0,2.0,True
1164,Sunflora,11.93,243.4,413.3,2141,Razor Leaf,Leaf Storm,192.0,Grass,,425.0,75.0,75.0,55.0,105.0,85.0,30.0,2.0,False
1165,Sunkern,4.841,27.5,3.1,395,Cut,Grass Knot,191.0,Grass,,180.0,30.0,30.0,30.0,30.0,30.0,30.0,2.0,False
1166,Surskit,6.33,60.5,15.3,791,Bug Bite,Signal Beam,283.0,Bug,Water,269.0,40.0,30.0,32.0,50.0,52.0,65.0,3.0,False
1167,Swablu,4.863,70.9,8.2,824,Peck,Aerial Ace,333.0,Normal,Flying,310.0,45.0,40.0,60.0,40.0,75.0,50.0,3.0,False
1168,Swadloon,7.933,156.9,78.3,1370,Bug Bite,Bug Buzz,541.0,Bug,Grass,380.0,55.0,63.0,90.0,50.0,80.0,42.0,5.0,False
1169,Swalot,9.233,267.6,210.6,1978,Infestation,Sludge Bomb,317.0,Poison,,467.0,100.0,73.0,83.0,73.0,83.0,55.0,3.0,False
1170,Swampert,15.61,494.0,1879.1,2974,Water Gun,Hydro Cannon,260.0,Water,Ground,535.0,100.0,110.0,90.0,85.0,90.0,60.0,3.0,False
1171,Swanna,10.955,219.0,288.0,2088,Water Gun,Return,581.0,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,5.0,False
1172,Swellow,13.058,214.1,476.7,1920,Wing Attack,Sky Attack,277.0,Normal,Flying,430.0,60.0,85.0,60.0,50.0,50.0,125.0,3.0,False
1173,Swinub,5.643,50.0,9.0,741,Tackle,Rock Slide,220.0,Ice,Ground,250.0,50.0,50.0,40.0,30.0,30.0,50.0,2.0,False
1174,Swirlix,6.04,97.2,21.4,1179,Tackle,Draining Kiss,684.0,Fairy,,341.0,62.0,48.0,66.0,59.0,57.0,49.0,6.0,False
1175,Swoobat,11.178,189.2,264.3,1716,Confusion,Psychic,528.0,Psychic,Flying,425.0,67.0,57.0,55.0,77.0,55.0,114.0,5.0,False
1176,Sylveon,12.992,458.2,1004.8,3069,Charm,Dazzling Gleam,700.0,Fairy,,525.0,95.0,65.0,65.0,110.0,130.0,60.0,6.0,False
1177,Taillow,6.936,49.4,16.5,765,Quick Attack,Aerial Ace,276.0,Normal,Flying,270.0,40.0,55.0,30.0,30.0,30.0,85.0,3.0,False
1178,Talonflame,12.36,293.1,553.4,2205,Fire Spin,Brave Bird,663.0,Fire,Flying,499.0,78.0,81.0,71.0,74.0,69.0,126.0,6.0,False
1179,Tangela,12.884,292.8,626.3,2238,Vine Whip,Grass Knot,114.0,Grass,,435.0,65.0,55.0,115.0,100.0,40.0,60.0,1.0,False
1180,Tangela,12.884,292.8,626.3,2238,Vine Whip,Power Whip,114.0,Grass,,435.0,65.0,55.0,115.0,100.0,40.0,60.0,1.0,False
1181,Tangrowth,14.452,479.0,1446.0,3030,Vine Whip,Power Whip,465.0,Grass,,535.0,100.0,100.0,125.0,110.0,50.0,50.0,4.0,False
1182,Tapu Bulu,15.488,462.3,1717.5,3419,Bullet Seed,Grass Knot,,,,,,,,,,,,
1183,Tapu Fini,11.75,410.2,665.4,2857,Water Gun,Surf,,,,,,,,,,,,
1184,Tapu Koko,15.405,391.8,1432.5,3168,Volt Switch,Dazzling Gleam,,,,,,,,,,,,
1185,Tapu Lele,15.543,449.8,1689.0,3494,Confusion,Future Sight,,,,,,,,,,,,
1186,Tauros,10.885,293.1,378.1,2620,Tackle,Earthquake,128.0,Normal,,490.0,75.0,100.0,95.0,40.0,70.0,110.0,1.0,False
1187,Teddiursa,10.312,131.4,144.1,1328,Scratch,Return,216.0,Normal,,330.0,60.0,80.0,50.0,50.0,50.0,40.0,2.0,False
1188,Tentacool,5.793,89.0,17.3,1040,Bubble,Bubble Beam,72.0,Water,Poison,335.0,40.0,40.0,35.0,50.0,100.0,70.0,1.0,False
1189,Tentacruel,10.617,338.3,404.9,2422,Poison Jab,Hydro Pump,73.0,Water,Poison,515.0,80.0,70.0,65.0,80.0,120.0,100.0,1.0,False
1190,Tepig,7.649,94.5,42.3,1083,Ember,Flamethrower,498.0,Fire,,308.0,65.0,63.0,45.0,45.0,45.0,45.0,5.0,False
1191,Terrakion,19.461,626.2,4615.8,3698,Double Kick,Sacred Sword,639.0,Rock,Fighting,580.0,91.0,129.0,90.0,72.0,90.0,108.0,5.0,True
1192,Thievul,10.382,241.2,269.8,2136,Snarl,Play Rough,,,,,,,,,,,,
1193,Throh,10.779,360.0,450.9,2562,Low Kick,Focus Blast,538.0,Fighting,,465.0,120.0,100.0,85.0,30.0,85.0,45.0,5.0,False
1194,Thundurus  (Incarnate Forme),14.468,364.8,1104.8,3345,Thunder Shock,Thunder,,,,,,,,,,,,
1195,Thundurus (Therian Forme),17.927,444.5,2560.9,3659,Volt Switch,Thunderbolt,642.0,Electric,Flying,580.0,79.0,105.0,70.0,145.0,80.0,101.0,5.0,True
1196,Thwackey,11.434,221.1,330.5,1876,Razor Leaf,Grass Knot,,,,,,,,,,,,
1197,Timburr,8.074,112.0,59.0,1315,Low Kick,Brick Break,532.0,Fighting,,305.0,75.0,80.0,55.0,25.0,35.0,35.0,5.0,False
1198,Tirtouga,8.994,159.8,116.2,1488,Water Gun,Surf,564.0,Water,Rock,355.0,54.0,78.0,103.0,53.0,45.0,22.0,5.0,False
1199,Togedemaru,13.156,260.0,592.1,2160,Thunder Shock,Wild Charge,,,,,,,,,,,,
1200,Togekiss,14.2,486.9,1394.1,3332,Charm,Dazzling Gleam,468.0,Fairy,Flying,545.0,85.0,50.0,95.0,120.0,115.0,80.0,4.0,False
1201,Togepi,4.728,54.2,5.7,657,Peck,Dazzling Gleam,175.0,Fairy,,245.0,35.0,20.0,65.0,40.0,65.0,20.0,2.0,False
1202,Togetic,8.925,195.4,138.9,1708,Steel Wing,Dazzling Gleam,176.0,Fairy,Flying,405.0,55.0,40.0,85.0,80.0,105.0,40.0,2.0,False
1203,Torchic,8.353,84.6,49.3,1093,Scratch,Flamethrower,255.0,Fire,,310.0,45.0,60.0,40.0,70.0,50.0,45.0,3.0,False
